customer_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,converted,age_group,campaign_pressure,previously_contacted,month_num,month_name,has_unknown_value
6831,50,technician,married,professional.course,unknown,no,no,telephone,may,wed,239,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,46-55,High,No,5,May,True
6832,52,blue-collar,married,professional.course,no,no,yes,telephone,may,wed,611,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,46-55,Medium,No,5,May,False
6833,35,blue-collar,single,professional.course,no,no,yes,telephone,may,wed,600,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,False
6834,60,retired,divorced,basic.4y,unknown,no,no,telephone,may,wed,478,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,55+,Medium,No,5,May,True
6835,42,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,92,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,High,No,5,May,False
6836,25,self-employed,single,university.degree,no,yes,no,telephone,may,wed,158,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,18-25,Medium,No,5,May,False
6837,35,technician,single,professional.course,unknown,no,no,telephone,may,wed,198,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,True
6838,37,management,single,high.school,no,no,no,telephone,may,wed,438,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Medium,No,5,May,False
6839,41,management,married,university.degree,no,yes,no,telephone,may,wed,205,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Very High,No,5,May,False
6840,35,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,342,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,False
6841,49,services,married,high.school,no,no,no,telephone,may,wed,249,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,46-55,Medium,No,5,May,False
6842,36,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,75,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Very High,No,5,May,False
6843,45,services,single,professional.course,unknown,no,no,telephone,may,wed,225,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,High,No,5,May,True
6844,48,entrepreneur,married,high.school,unknown,yes,no,telephone,may,wed,88,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,46-55,Medium,No,5,May,True
6845,28,self-employed,single,university.degree,no,no,no,telephone,may,wed,314,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,High,No,5,May,False
6846,42,management,married,university.degree,no,no,no,telephone,may,wed,109,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Medium,No,5,May,False
6847,42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,456,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Medium,No,5,May,False
6848,33,admin.,married,university.degree,no,no,no,telephone,may,wed,92,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,High,No,5,May,False
6849,29,blue-collar,married,professional.course,no,no,no,telephone,may,wed,223,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,High,No,5,May,False
6850,27,technician,married,professional.course,no,no,no,telephone,may,wed,148,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,False
6851,35,technician,married,professional.course,no,yes,no,telephone,may,wed,205,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,False
6852,40,blue-collar,married,high.school,no,no,no,telephone,may,wed,80,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Medium,No,5,May,False
6853,33,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,357,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,False
6854,41,self-employed,single,university.degree,no,yes,yes,telephone,may,wed,23,17,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Very High,No,5,May,False
6855,39,admin.,married,university.degree,no,unknown,unknown,telephone,may,wed,513,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Medium,No,5,May,True
6856,43,admin.,single,high.school,no,no,yes,telephone,may,wed,171,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,High,No,5,May,False
6857,31,admin.,single,university.degree,no,no,no,telephone,may,wed,90,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Very High,No,5,May,False
6858,35,blue-collar,married,high.school,no,no,no,telephone,may,wed,55,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,High,No,5,May,False
6859,40,technician,married,professional.course,no,no,yes,telephone,may,wed,51,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Medium,No,5,May,False
6860,59,retired,married,professional.course,no,no,no,telephone,may,wed,560,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,1,55+,Very High,No,5,May,False
6861,27,admin.,single,university.degree,no,no,no,telephone,may,wed,245,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,False
6862,47,admin.,married,high.school,no,yes,no,telephone,may,wed,318,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,46-55,Medium,No,5,May,False
6863,45,management,married,university.degree,no,no,no,telephone,may,wed,105,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Medium,No,5,May,False
6864,51,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,261,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,46-55,Medium,No,5,May,True
6865,60,retired,divorced,high.school,unknown,yes,no,telephone,may,wed,398,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,55+,High,No,5,May,True
6866,45,admin.,married,basic.6y,unknown,yes,no,telephone,may,wed,200,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,High,No,5,May,True
6867,52,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,wed,267,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,46-55,High,No,5,May,True
6868,27,admin.,married,university.degree,no,no,no,telephone,may,wed,191,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,High,No,5,May,False
6869,44,technician,single,professional.course,no,yes,no,telephone,may,wed,300,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,High,No,5,May,False
6870,40,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,82,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,High,No,5,May,False
6871,32,unemployed,single,high.school,no,no,no,telephone,may,wed,153,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,False
6872,24,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,504,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,18-25,Medium,No,5,May,True
6873,46,admin.,single,high.school,unknown,yes,no,telephone,may,wed,104,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,46-55,Medium,No,5,May,True
6874,34,admin.,single,high.school,no,no,no,telephone,may,wed,194,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,False
6875,44,services,married,high.school,no,yes,yes,telephone,may,wed,212,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,High,No,5,May,False
6876,29,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,122,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,High,No,5,May,True
6877,31,services,married,high.school,no,no,no,telephone,may,wed,185,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Very High,No,5,May,False
6878,38,unknown,divorced,high.school,unknown,yes,no,telephone,may,wed,107,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Medium,No,5,May,True
6879,26,admin.,single,high.school,no,no,no,telephone,may,wed,87,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,High,No,5,May,False
6880,40,admin.,married,basic.9y,no,no,yes,telephone,may,wed,145,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Medium,No,5,May,False
6881,47,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,wed,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,46-55,Medium,No,5,May,True
6882,43,unemployed,married,high.school,no,yes,no,telephone,may,wed,585,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Medium,No,5,May,False
6883,34,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,False
6884,25,blue-collar,single,basic.6y,unknown,no,yes,telephone,may,wed,90,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,18-25,Very High,No,5,May,True
6885,36,technician,married,university.degree,no,no,no,telephone,may,wed,146,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,36-45,Medium,No,5,May,False
6886,34,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,False
6887,29,admin.,married,basic.6y,no,no,yes,telephone,may,wed,376,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,False
6888,33,technician,married,university.degree,unknown,no,yes,telephone,may,wed,619,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,26-35,Medium,No,5,May,True
6889,22,blue-collar,single,basic.9y,no,yes,no,telephone,may,thu,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,18-25,Medium,No,5,May,False
6890,48,entrepreneur,divorced,basic.4y,no,no,no,telephone,may,thu,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,False
6891,29,admin.,single,basic.9y,unknown,no,no,telephone,may,thu,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,True
6892,46,retired,married,university.degree,no,no,no,telephone,may,thu,334,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Medium,No,5,May,False
6893,34,blue-collar,married,basic.9y,no,no,yes,telephone,may,thu,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6894,56,management,married,university.degree,no,no,no,telephone,may,thu,750,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,55+,Medium,No,5,May,False
6895,39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,332,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,True
6896,36,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,333,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Medium,No,5,May,False
6897,56,management,divorced,university.degree,no,yes,no,telephone,may,thu,118,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,55+,Medium,No,5,May,False
6898,36,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,620,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6899,36,admin.,single,high.school,no,yes,no,telephone,may,thu,193,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Very High,No,5,May,False
6900,52,retired,married,basic.4y,no,yes,no,telephone,may,thu,138,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,False
6901,39,admin.,married,university.degree,no,yes,no,telephone,may,thu,543,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,1,36-45,Low,No,5,May,False
6902,35,student,single,university.degree,unknown,no,no,telephone,may,thu,297,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,True
6903,54,services,single,high.school,unknown,no,no,telephone,may,thu,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,True
6904,59,admin.,married,university.degree,no,no,yes,telephone,may,thu,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,55+,Low,No,5,May,False
6905,33,admin.,married,professional.course,no,yes,yes,telephone,may,thu,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6906,42,admin.,single,basic.9y,unknown,no,no,telephone,may,thu,42,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Very High,No,5,May,True
6907,54,management,married,university.degree,no,yes,no,telephone,may,thu,127,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,High,No,5,May,False
6908,52,self-employed,single,basic.4y,unknown,yes,no,telephone,may,thu,61,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,True
6909,35,services,married,high.school,unknown,no,no,telephone,may,thu,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,True
6910,55,admin.,married,basic.9y,unknown,no,yes,telephone,may,thu,103,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Medium,No,5,May,True
6911,35,housemaid,married,basic.4y,unknown,no,yes,telephone,may,thu,205,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,High,No,5,May,True
6912,47,blue-collar,single,basic.9y,no,yes,no,telephone,may,thu,54,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,False
6913,26,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,132,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Medium,No,5,May,True
6914,36,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,thu,275,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,True
6915,40,technician,married,basic.9y,no,yes,no,telephone,may,thu,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6916,34,student,single,basic.4y,unknown,no,no,telephone,may,thu,95,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,True
6917,40,admin.,single,unknown,unknown,yes,no,telephone,may,thu,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,True
6918,42,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,179,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,True
6919,51,technician,married,unknown,no,yes,no,telephone,may,thu,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Medium,No,5,May,True
6920,39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,128,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Very High,No,5,May,False
6921,58,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,55+,Low,No,5,May,False
6922,37,services,married,high.school,unknown,no,yes,telephone,may,thu,284,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,True
6923,33,services,married,basic.6y,no,yes,no,telephone,may,thu,148,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6924,30,self-employed,single,university.degree,no,yes,no,telephone,may,thu,244,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Medium,No,5,May,False
6925,30,admin.,single,high.school,no,no,no,telephone,may,thu,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Medium,No,5,May,False
6926,31,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,140,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Medium,No,5,May,True
6927,47,self-employed,married,university.degree,no,yes,no,telephone,may,thu,217,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,High,No,5,May,False
6928,45,blue-collar,married,illiterate,unknown,no,no,telephone,may,thu,1196,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,True
6929,46,admin.,married,professional.course,no,yes,no,telephone,may,thu,78,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,False
6930,45,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,129,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Medium,No,5,May,False
6931,35,admin.,married,high.school,no,yes,no,telephone,may,thu,52,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6932,33,admin.,married,high.school,no,yes,no,telephone,may,thu,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6933,43,unemployed,married,high.school,no,yes,no,telephone,may,thu,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6934,56,admin.,divorced,unknown,unknown,yes,no,telephone,may,thu,134,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,55+,Low,No,5,May,True
6935,26,technician,single,professional.course,no,no,no,telephone,may,thu,14,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6936,29,blue-collar,single,professional.course,no,yes,no,telephone,may,thu,182,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Medium,No,5,May,False
6937,40,technician,married,basic.9y,unknown,yes,no,telephone,may,thu,539,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,1,36-45,Low,No,5,May,True
6938,41,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,37,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Medium,No,5,May,False
6939,35,admin.,married,university.degree,no,yes,no,telephone,may,thu,162,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,High,No,5,May,False
6940,33,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,413,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,True
6941,53,entrepreneur,divorced,unknown,no,no,no,telephone,may,thu,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,True
6942,34,services,married,high.school,no,no,no,telephone,may,thu,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6943,47,blue-collar,married,unknown,unknown,no,no,telephone,may,thu,361,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,True
6944,40,technician,married,basic.9y,no,yes,no,telephone,may,thu,74,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6945,52,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,130,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,True
6946,29,admin.,married,university.degree,no,yes,no,telephone,may,thu,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6947,42,technician,single,high.school,no,no,no,telephone,may,thu,186,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6948,37,admin.,married,high.school,unknown,yes,no,telephone,may,thu,37,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,True
6949,39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,206,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Medium,No,5,May,True
6950,31,blue-collar,single,high.school,no,unknown,unknown,telephone,may,thu,230,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,High,No,5,May,True
6951,28,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,thu,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,True
6952,35,services,married,high.school,no,no,no,telephone,may,thu,283,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6953,37,technician,married,professional.course,no,no,yes,telephone,may,thu,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6954,34,self-employed,married,professional.course,no,no,no,telephone,may,thu,205,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6955,37,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,291,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6956,42,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6957,42,admin.,married,basic.4y,no,no,no,telephone,may,thu,148,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6958,58,technician,married,professional.course,no,yes,no,telephone,may,thu,57,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,55+,Medium,No,5,May,False
6959,28,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,thu,733,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,1,26-35,Low,No,5,May,True
6960,38,services,single,basic.9y,no,yes,no,telephone,may,thu,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6961,38,admin.,married,university.degree,no,yes,no,telephone,may,thu,744,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6962,34,management,single,basic.9y,no,yes,no,telephone,may,thu,84,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6963,45,admin.,married,basic.9y,no,yes,yes,telephone,may,thu,254,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6964,53,admin.,married,university.degree,no,yes,no,telephone,may,thu,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,False
6965,50,self-employed,married,basic.4y,unknown,no,no,telephone,may,thu,23,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,True
6966,30,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,578,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Medium,No,5,May,True
6967,38,technician,divorced,professional.course,no,yes,no,telephone,may,thu,1093,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,1,36-45,Low,No,5,May,False
6968,36,technician,married,professional.course,no,yes,no,telephone,may,thu,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6969,46,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,114,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Very High,No,5,May,True
6970,42,admin.,divorced,high.school,no,yes,no,telephone,may,thu,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6971,32,management,married,university.degree,no,yes,no,telephone,may,thu,619,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,False
6972,38,technician,married,basic.9y,no,no,no,telephone,may,thu,514,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Medium,No,5,May,False
6973,51,technician,married,professional.course,unknown,no,no,telephone,may,thu,337,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,True
6974,45,services,divorced,high.school,unknown,yes,no,telephone,may,thu,561,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,True
6975,44,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
6976,48,technician,married,high.school,no,no,no,telephone,may,thu,418,8,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Very High,No,5,May,False
6977,46,admin.,divorced,basic.9y,no,yes,no,telephone,may,thu,56,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Medium,No,5,May,False
6978,43,unemployed,married,university.degree,unknown,no,no,telephone,may,thu,456,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,True
6979,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,True
6980,44,admin.,married,university.degree,no,yes,no,telephone,may,thu,413,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Medium,No,5,May,False
6981,56,retired,divorced,basic.4y,unknown,yes,no,telephone,may,thu,278,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,55+,Low,No,5,May,True
6982,34,services,married,high.school,no,no,no,telephone,may,thu,791,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,1,26-35,Medium,No,5,May,False
6983,59,entrepreneur,married,university.degree,unknown,no,no,telephone,may,thu,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,55+,Low,No,5,May,True
6984,53,unemployed,married,unknown,unknown,no,no,telephone,may,thu,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,46-55,Low,No,5,May,True
6985,33,services,married,university.degree,no,unknown,unknown,telephone,may,thu,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,26-35,Low,No,5,May,True
6986,57,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,154,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,55+,Low,No,5,May,True
6987,40,technician,married,basic.9y,no,yes,no,telephone,may,thu,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,36-45,Low,No,5,May,False
