customer_id,age,age_group,job,marital,education,default,housing,loan,has_unknown_value
13408,34,26-35,admin.,married,high.school,no,no,no,False
13409,41,36-45,unemployed,single,high.school,no,no,no,False
13410,24,18-25,management,married,university.degree,no,unknown,unknown,True
13411,41,36-45,unemployed,single,high.school,no,yes,no,False
13412,27,26-35,unemployed,married,basic.6y,unknown,no,yes,True
13413,28,26-35,admin.,single,university.degree,unknown,yes,yes,True
13414,25,18-25,technician,married,university.degree,no,unknown,unknown,True
13415,34,26-35,admin.,married,university.degree,no,no,no,False
13416,27,26-35,blue-collar,single,basic.4y,no,yes,no,False
13417,29,26-35,technician,married,professional.course,no,no,no,False
13418,32,26-35,admin.,married,university.degree,no,no,no,False
13419,46,46-55,technician,married,university.degree,no,unknown,unknown,True
13420,39,36-45,technician,married,professional.course,no,yes,no,False
13421,46,46-55,technician,married,university.degree,no,no,no,False
13422,52,46-55,retired,married,basic.9y,no,no,no,False
13423,27,26-35,technician,divorced,professional.course,no,yes,no,False
13424,28,26-35,blue-collar,single,basic.9y,no,no,no,False
13425,27,26-35,technician,single,university.degree,no,yes,no,False
13426,33,26-35,admin.,married,high.school,no,no,no,False
13427,40,36-45,blue-collar,divorced,basic.9y,no,no,no,False
13428,27,26-35,technician,single,high.school,no,no,no,False
13429,57,55+,entrepreneur,married,university.degree,no,no,no,False
13430,58,55+,retired,married,basic.4y,no,no,no,False
13431,36,36-45,services,single,high.school,no,no,no,False
13432,32,26-35,admin.,single,university.degree,no,no,no,False
13433,33,26-35,technician,married,university.degree,no,no,no,False
13434,51,46-55,blue-collar,divorced,basic.4y,no,yes,no,False
13435,57,55+,blue-collar,married,basic.4y,unknown,yes,yes,True
13436,48,46-55,technician,single,professional.course,no,yes,yes,False
13437,28,26-35,blue-collar,single,professional.course,no,no,no,False
13438,55,46-55,management,divorced,basic.6y,unknown,no,no,True
13439,54,46-55,management,married,university.degree,no,yes,no,False
13440,31,26-35,admin.,married,university.degree,no,yes,no,False
13441,47,46-55,admin.,married,university.degree,no,no,no,False
13442,35,26-35,technician,single,university.degree,no,no,no,False
13443,44,36-45,unemployed,married,basic.9y,unknown,yes,no,True
13444,56,55+,blue-collar,married,basic.4y,unknown,no,no,True
13445,56,55+,blue-collar,married,basic.4y,unknown,yes,no,True
13446,32,26-35,technician,single,university.degree,no,yes,yes,False
13447,45,36-45,technician,married,professional.course,no,no,no,False
13448,28,26-35,technician,single,university.degree,no,yes,no,False
13449,31,26-35,admin.,single,high.school,unknown,no,no,True
13450,27,26-35,admin.,married,university.degree,no,no,no,False
13451,25,18-25,blue-collar,single,basic.9y,unknown,yes,no,True
13452,31,26-35,admin.,single,high.school,unknown,unknown,unknown,True
13453,38,36-45,technician,married,professional.course,no,no,no,False
13454,42,36-45,admin.,married,university.degree,no,no,no,False
13455,36,36-45,technician,divorced,basic.9y,no,no,no,False
13456,39,36-45,blue-collar,married,basic.6y,unknown,yes,no,True
13457,41,36-45,admin.,married,basic.9y,no,yes,no,False
13458,36,36-45,technician,divorced,basic.9y,no,no,no,False
13459,27,26-35,admin.,single,university.degree,no,no,no,False
13460,45,36-45,technician,married,professional.course,unknown,no,no,True
13461,51,46-55,blue-collar,married,basic.4y,unknown,no,no,True
13462,36,36-45,technician,divorced,basic.9y,no,yes,no,False
13463,25,18-25,services,single,university.degree,no,yes,no,False
13464,53,46-55,services,divorced,basic.4y,unknown,yes,no,True
13465,53,46-55,services,divorced,basic.4y,unknown,yes,no,True
13466,52,46-55,blue-collar,divorced,basic.9y,no,no,no,False
13467,51,46-55,blue-collar,married,basic.4y,unknown,yes,no,True
13468,54,46-55,housemaid,married,basic.4y,no,no,no,False
13469,26,26-35,services,married,high.school,no,yes,yes,False
13470,30,26-35,services,single,high.school,no,no,no,False
13471,27,26-35,retired,single,basic.9y,no,no,no,False
13472,32,26-35,blue-collar,married,basic.4y,unknown,yes,no,True
13473,32,26-35,admin.,divorced,university.degree,no,no,no,False
13474,32,26-35,admin.,divorced,university.degree,no,yes,no,False
13475,33,26-35,blue-collar,married,basic.4y,no,no,no,False
13476,31,26-35,blue-collar,married,basic.4y,no,no,no,False
13477,32,26-35,admin.,divorced,university.degree,no,yes,no,False
13478,44,36-45,blue-collar,married,basic.6y,unknown,no,no,True
13479,48,46-55,blue-collar,married,basic.9y,unknown,yes,no,True
13480,40,36-45,blue-collar,married,basic.4y,unknown,yes,no,True
13481,57,55+,retired,married,basic.4y,no,yes,no,False
13482,31,26-35,blue-collar,divorced,basic.9y,no,yes,no,False
13483,40,36-45,blue-collar,married,basic.4y,unknown,no,yes,True
13484,40,36-45,blue-collar,married,basic.4y,unknown,yes,no,True
13485,40,36-45,blue-collar,married,basic.4y,unknown,yes,no,True
13486,40,36-45,blue-collar,married,basic.4y,unknown,yes,yes,True
13487,40,36-45,blue-collar,married,basic.4y,unknown,yes,no,True
13488,27,26-35,admin.,married,high.school,no,no,no,False
13489,27,26-35,admin.,married,high.school,no,yes,no,False
13490,31,26-35,technician,single,university.degree,no,no,no,False
13491,30,26-35,services,married,high.school,no,no,no,False
13492,26,26-35,admin.,single,high.school,no,no,no,False
13493,51,46-55,unemployed,married,professional.course,unknown,yes,yes,True
13494,55,46-55,housemaid,married,basic.4y,no,no,no,False
13495,57,55+,technician,divorced,professional.course,no,yes,yes,False
13496,50,46-55,management,married,university.degree,no,no,no,False
13497,39,36-45,blue-collar,married,basic.9y,no,yes,no,False
13498,39,36-45,blue-collar,married,basic.9y,no,yes,no,False
13499,27,26-35,technician,single,professional.course,no,yes,no,False
13500,57,55+,retired,divorced,high.school,no,yes,no,False
13501,34,26-35,technician,single,university.degree,no,yes,no,False
13502,34,26-35,technician,single,university.degree,no,yes,no,False
13503,34,26-35,technician,single,university.degree,no,yes,no,False
13504,48,46-55,technician,divorced,professional.course,no,yes,no,False
13505,28,26-35,admin.,single,university.degree,no,no,yes,False
13506,34,26-35,blue-collar,married,basic.9y,no,yes,yes,False
13507,50,46-55,management,married,university.degree,no,yes,no,False
13508,36,36-45,admin.,single,high.school,no,no,no,False
13509,36,36-45,admin.,single,high.school,no,yes,no,False
13510,46,46-55,admin.,divorced,university.degree,unknown,yes,yes,True
13511,36,36-45,services,married,high.school,no,no,no,False
13512,36,36-45,services,married,high.school,no,unknown,unknown,True
13513,48,46-55,technician,married,basic.9y,no,no,no,False
13514,25,18-25,blue-collar,married,basic.9y,no,no,no,False
13515,27,26-35,blue-collar,single,basic.9y,no,yes,no,False
13516,37,36-45,technician,divorced,university.degree,no,no,no,False
13517,34,26-35,technician,single,university.degree,no,yes,yes,False
13518,55,46-55,services,married,high.school,no,no,yes,False
13519,33,26-35,technician,married,professional.course,no,yes,no,False
13520,49,46-55,admin.,divorced,university.degree,no,no,no,False
13521,36,36-45,blue-collar,married,basic.9y,unknown,yes,no,True
13522,36,36-45,blue-collar,married,basic.9y,unknown,no,no,True
13523,36,36-45,blue-collar,married,basic.9y,unknown,no,yes,True
13524,36,36-45,blue-collar,married,basic.9y,unknown,yes,no,True
13525,23,18-25,blue-collar,single,basic.9y,no,no,no,False
13526,36,36-45,blue-collar,married,basic.9y,unknown,yes,no,True
13527,36,36-45,blue-collar,married,basic.9y,unknown,yes,no,True
13528,36,36-45,blue-collar,married,basic.9y,unknown,yes,no,True
13529,36,36-45,blue-collar,married,basic.9y,unknown,no,no,True
13530,33,26-35,blue-collar,single,basic.6y,no,no,no,False
13531,31,26-35,services,married,high.school,no,yes,no,False
13532,42,36-45,blue-collar,married,basic.6y,unknown,no,no,True
13533,40,36-45,blue-collar,divorced,basic.9y,unknown,yes,no,True
13534,40,36-45,blue-collar,divorced,basic.9y,unknown,no,no,True
13535,46,46-55,admin.,divorced,university.degree,unknown,yes,no,True
13536,56,55+,admin.,married,basic.4y,unknown,yes,no,True
13537,34,26-35,technician,married,university.degree,no,no,no,False
13538,31,26-35,blue-collar,married,basic.9y,no,yes,no,False
13539,36,36-45,blue-collar,married,basic.9y,no,yes,no,False
13540,31,26-35,blue-collar,married,basic.9y,no,yes,no,False
13541,32,26-35,technician,married,professional.course,no,yes,no,False
13542,32,26-35,blue-collar,divorced,basic.9y,no,no,no,False
13543,31,26-35,admin.,divorced,high.school,no,no,no,False
13544,35,26-35,admin.,single,university.degree,unknown,no,no,True
13545,46,46-55,admin.,divorced,university.degree,unknown,yes,no,True
13546,49,46-55,blue-collar,married,basic.9y,no,no,no,False
13547,25,18-25,services,single,professional.course,no,yes,no,False
13548,49,46-55,blue-collar,married,basic.9y,no,yes,no,False
13549,32,26-35,services,single,basic.9y,no,yes,no,False
13550,35,26-35,admin.,single,university.degree,unknown,no,no,True
13551,33,26-35,technician,married,university.degree,no,yes,no,False
13552,34,26-35,blue-collar,divorced,basic.9y,no,yes,no,False
13553,25,18-25,technician,single,professional.course,no,yes,no,False
13554,38,36-45,housemaid,married,high.school,no,no,no,False
13555,46,46-55,admin.,divorced,university.degree,unknown,yes,no,True
13556,39,36-45,blue-collar,married,basic.6y,no,no,no,False
13557,38,36-45,housemaid,married,high.school,no,no,no,False
13558,25,18-25,technician,single,professional.course,no,yes,no,False
13559,30,26-35,admin.,married,high.school,unknown,no,no,True
13560,23,18-25,blue-collar,single,high.school,no,no,no,False
13561,29,26-35,student,single,university.degree,no,no,no,False
13562,36,36-45,blue-collar,married,basic.4y,no,no,no,False
13563,29,26-35,admin.,single,university.degree,no,no,no,False
13564,29,26-35,student,single,university.degree,no,yes,no,False
13565,29,26-35,student,single,university.degree,no,yes,no,False
13566,25,18-25,admin.,single,high.school,no,yes,no,False
13567,25,18-25,admin.,single,high.school,no,no,no,False
13568,25,18-25,admin.,single,high.school,no,no,yes,False
13569,54,46-55,retired,married,high.school,no,yes,no,False
13570,59,55+,management,married,university.degree,unknown,no,no,True
13571,39,36-45,blue-collar,single,basic.4y,unknown,no,no,True
13572,42,36-45,blue-collar,married,basic.4y,no,no,no,False
13573,32,26-35,blue-collar,married,basic.9y,no,no,no,False
13574,54,46-55,unemployed,married,university.degree,unknown,no,no,True
13575,29,26-35,admin.,married,university.degree,no,no,no,False
13576,37,36-45,technician,married,university.degree,unknown,no,no,True
13577,41,36-45,blue-collar,married,basic.9y,no,yes,no,False
13578,30,26-35,self-employed,married,university.degree,no,yes,no,False
13579,28,26-35,admin.,married,high.school,no,no,no,False
13580,38,36-45,services,divorced,high.school,no,no,no,False
13581,26,26-35,technician,married,professional.course,no,no,no,False
13582,25,18-25,technician,married,professional.course,no,no,no,False
13583,32,26-35,services,married,high.school,no,no,no,False
13584,26,26-35,technician,married,professional.course,no,yes,no,False
13585,27,26-35,technician,married,professional.course,no,yes,no,False
13586,46,46-55,admin.,divorced,university.degree,unknown,no,no,True
13587,46,46-55,management,married,high.school,unknown,no,no,True
13588,46,46-55,management,married,high.school,unknown,yes,no,True
13589,25,18-25,technician,single,professional.course,no,yes,no,False
13590,31,26-35,management,single,university.degree,no,yes,yes,False
13591,46,46-55,management,married,high.school,unknown,yes,no,True
13592,36,36-45,admin.,divorced,university.degree,unknown,yes,no,True
13593,36,36-45,admin.,divorced,university.degree,unknown,no,no,True
13594,43,36-45,blue-collar,single,basic.9y,no,yes,no,False
13595,42,36-45,admin.,single,university.degree,no,yes,no,False
13596,27,26-35,technician,single,professional.course,no,no,no,False
13597,31,26-35,student,married,high.school,no,no,no,False
13598,51,46-55,admin.,married,university.degree,no,yes,no,False
13599,30,26-35,blue-collar,single,basic.9y,no,yes,no,False
13600,58,55+,services,married,high.school,unknown,no,no,True
13601,33,26-35,technician,single,professional.course,no,no,no,False
13602,32,26-35,admin.,single,university.degree,no,yes,no,False
13603,32,26-35,admin.,single,university.degree,no,yes,no,False
13604,38,36-45,blue-collar,single,basic.6y,no,yes,yes,False
13605,32,26-35,admin.,single,university.degree,no,no,no,False
13606,32,26-35,blue-collar,married,basic.4y,no,yes,no,False
13607,29,26-35,technician,single,university.degree,no,no,no,False
13608,32,26-35,admin.,single,university.degree,no,no,no,False
13609,32,26-35,technician,single,university.degree,no,yes,no,False
13610,30,26-35,technician,single,professional.course,no,yes,no,False
13611,32,26-35,technician,single,university.degree,no,yes,no,False
13612,32,26-35,technician,single,university.degree,no,yes,no,False
13613,25,18-25,admin.,single,high.school,no,yes,no,False
13614,25,18-25,admin.,single,high.school,no,yes,no,False
13615,34,26-35,student,divorced,basic.6y,no,yes,no,False
13616,51,46-55,blue-collar,married,basic.4y,unknown,yes,no,True
13617,54,46-55,blue-collar,married,basic.9y,unknown,yes,no,True
13618,46,46-55,admin.,divorced,university.degree,unknown,yes,no,True
13619,57,55+,management,married,basic.4y,unknown,no,yes,True
13620,34,26-35,technician,married,high.school,no,no,yes,False
13621,29,26-35,blue-collar,married,basic.9y,no,no,no,False
13622,32,26-35,admin.,single,university.degree,no,no,no,False
13623,45,36-45,management,married,university.degree,no,no,yes,False
13624,34,26-35,technician,married,high.school,no,yes,no,False
13625,39,36-45,unemployed,married,basic.4y,unknown,no,no,True
13626,42,36-45,blue-collar,married,basic.9y,no,no,yes,False
13627,39,36-45,blue-collar,married,basic.6y,unknown,no,yes,True
13628,51,46-55,admin.,married,professional.course,no,yes,no,False
13629,51,46-55,admin.,married,professional.course,no,no,no,False
13630,34,26-35,technician,married,high.school,no,no,no,False
13631,34,26-35,technician,married,high.school,no,yes,yes,False
13632,54,46-55,blue-collar,divorced,basic.4y,unknown,yes,yes,True
13633,27,26-35,blue-collar,married,high.school,no,yes,no,False
13634,54,46-55,blue-collar,divorced,basic.4y,unknown,no,no,True
13635,29,26-35,admin.,married,university.degree,unknown,no,yes,True
13636,54,46-55,blue-collar,divorced,basic.4y,unknown,no,no,True
13637,40,36-45,technician,married,basic.9y,no,yes,no,False
13638,25,18-25,technician,married,university.degree,no,no,no,False
13639,26,26-35,admin.,married,university.degree,no,yes,no,False
13640,28,26-35,admin.,single,high.school,no,yes,no,False
13641,27,26-35,technician,married,professional.course,no,yes,no,False
13642,31,26-35,blue-collar,single,basic.4y,no,yes,no,False
13643,29,26-35,blue-collar,single,basic.6y,no,no,no,False
13644,31,26-35,self-employed,married,basic.9y,no,no,no,False
13645,25,18-25,blue-collar,married,basic.9y,no,no,no,False
13646,41,36-45,admin.,married,unknown,no,no,no,True
13647,25,18-25,blue-collar,single,basic.9y,no,no,no,False
13648,30,26-35,blue-collar,married,professional.course,no,no,no,False
13649,30,26-35,services,single,high.school,no,no,no,False
13650,39,36-45,admin.,married,high.school,no,yes,no,False
13651,39,36-45,self-employed,married,basic.9y,no,no,no,False
13652,39,36-45,blue-collar,married,university.degree,no,no,no,False
13653,40,36-45,retired,divorced,basic.4y,no,no,no,False
13654,29,26-35,blue-collar,single,basic.9y,no,yes,no,False
13655,39,36-45,blue-collar,married,university.degree,no,yes,no,False
13656,34,26-35,services,single,high.school,no,no,no,False
13657,31,26-35,blue-collar,single,basic.4y,no,yes,no,False
13658,38,36-45,technician,single,professional.course,no,yes,no,False
13659,30,26-35,blue-collar,single,basic.9y,no,yes,no,False
13660,30,26-35,blue-collar,single,basic.9y,no,yes,no,False
13661,30,26-35,blue-collar,married,basic.9y,no,yes,no,False
13662,30,26-35,blue-collar,single,basic.9y,no,yes,yes,False
13663,27,26-35,admin.,single,university.degree,no,yes,no,False
13664,33,26-35,self-employed,married,basic.9y,unknown,no,no,True
13665,27,26-35,technician,married,professional.course,no,no,no,False
13666,33,26-35,self-employed,married,basic.9y,unknown,yes,no,True
13667,31,26-35,blue-collar,single,basic.4y,no,yes,no,False
13668,32,26-35,technician,married,basic.6y,unknown,yes,no,True
13669,33,26-35,self-employed,married,basic.9y,unknown,no,no,True
13670,33,26-35,self-employed,married,basic.9y,unknown,yes,no,True
13671,31,26-35,blue-collar,single,basic.4y,no,yes,yes,False
13672,33,26-35,self-employed,married,basic.9y,unknown,no,no,True
13673,33,26-35,self-employed,married,basic.9y,unknown,yes,no,True
13674,27,26-35,technician,single,university.degree,no,no,no,False
13675,32,26-35,services,divorced,high.school,no,yes,no,False
13676,24,18-25,services,married,high.school,no,no,no,False
13677,41,36-45,blue-collar,single,basic.4y,no,yes,no,False
13678,45,36-45,blue-collar,divorced,high.school,unknown,yes,yes,True
13679,24,18-25,admin.,single,high.school,no,yes,no,False
13680,45,36-45,blue-collar,divorced,high.school,unknown,no,no,True
13681,30,26-35,blue-collar,married,basic.9y,unknown,yes,no,True
13682,30,26-35,blue-collar,married,basic.9y,unknown,no,no,True
13683,54,46-55,blue-collar,married,high.school,no,no,yes,False
13684,28,26-35,admin.,single,high.school,no,no,no,False
13685,31,26-35,technician,single,university.degree,no,yes,yes,False
13686,30,26-35,entrepreneur,single,university.degree,no,no,no,False
13687,30,26-35,admin.,single,basic.9y,no,yes,no,False
13688,32,26-35,admin.,single,high.school,no,no,no,False
13689,49,46-55,housemaid,married,professional.course,no,yes,no,False
13690,32,26-35,unknown,single,professional.course,no,yes,no,True
13691,31,26-35,blue-collar,single,basic.9y,no,yes,no,False
13692,33,26-35,admin.,single,high.school,no,yes,no,False
13693,22,18-25,technician,single,basic.9y,no,no,no,False
13694,29,26-35,admin.,married,university.degree,unknown,yes,no,True
13695,29,26-35,blue-collar,single,basic.9y,no,no,no,False
13696,29,26-35,admin.,married,university.degree,unknown,yes,yes,True
13697,54,46-55,blue-collar,married,high.school,no,yes,no,False
13698,48,46-55,technician,married,basic.9y,no,no,no,False
13699,54,46-55,blue-collar,married,high.school,no,no,no,False
13700,49,46-55,management,divorced,university.degree,no,no,no,False
13701,23,18-25,technician,single,professional.course,no,no,no,False
13702,26,26-35,blue-collar,married,basic.9y,unknown,no,no,True
13703,30,26-35,admin.,single,university.degree,no,yes,no,False
13704,31,26-35,admin.,married,high.school,no,yes,no,False
13705,31,26-35,admin.,married,high.school,no,no,no,False
13706,48,46-55,technician,divorced,professional.course,no,yes,no,False
13707,31,26-35,admin.,married,high.school,no,yes,no,False
13708,55,46-55,management,married,university.degree,no,yes,no,False
13709,31,26-35,admin.,married,high.school,no,no,no,False
13710,31,26-35,admin.,married,high.school,no,no,no,False
13711,32,26-35,admin.,married,university.degree,no,yes,no,False
13712,32,26-35,admin.,married,university.degree,no,unknown,unknown,True
13713,31,26-35,admin.,married,high.school,no,yes,no,False
13714,25,18-25,blue-collar,married,basic.4y,no,no,no,False
13715,46,46-55,blue-collar,single,basic.9y,unknown,no,no,True
13716,46,46-55,blue-collar,single,basic.9y,unknown,no,no,True
13717,26,26-35,admin.,married,high.school,no,no,no,False
13718,46,46-55,blue-collar,single,basic.9y,unknown,yes,no,True
13719,26,26-35,self-employed,single,professional.course,no,yes,no,False
13720,46,46-55,blue-collar,single,basic.9y,unknown,no,no,True
13721,28,26-35,admin.,single,university.degree,no,yes,no,False
13722,46,46-55,blue-collar,single,basic.9y,unknown,yes,no,True
13723,25,18-25,admin.,single,high.school,no,yes,no,False
13724,30,26-35,self-employed,married,university.degree,no,no,no,False
13725,25,18-25,admin.,single,high.school,no,yes,no,False
13726,42,36-45,blue-collar,married,basic.9y,no,yes,no,False
13727,32,26-35,admin.,married,university.degree,no,no,no,False
13728,32,26-35,blue-collar,married,basic.4y,unknown,no,no,True
13729,32,26-35,unknown,single,professional.course,no,no,no,True
13730,22,18-25,blue-collar,single,basic.9y,no,yes,no,False
13731,40,36-45,blue-collar,married,basic.4y,unknown,no,no,True
13732,29,26-35,technician,married,university.degree,no,no,yes,False
13733,38,36-45,blue-collar,married,basic.6y,unknown,no,no,True
13734,26,26-35,blue-collar,single,basic.9y,no,no,no,False
13735,38,36-45,blue-collar,married,basic.6y,unknown,yes,no,True
13736,32,26-35,unknown,single,professional.course,no,no,no,True
13737,42,36-45,blue-collar,married,basic.9y,no,yes,no,False
13738,49,46-55,housemaid,married,professional.course,no,yes,no,False
13739,38,36-45,blue-collar,married,basic.6y,unknown,yes,no,True
13740,38,36-45,blue-collar,married,basic.6y,unknown,no,no,True
13741,28,26-35,admin.,single,high.school,no,yes,no,False
13742,38,36-45,blue-collar,married,basic.6y,unknown,yes,no,True
13743,38,36-45,blue-collar,married,basic.6y,unknown,no,no,True
13744,35,26-35,technician,married,unknown,no,yes,no,True
13745,29,26-35,entrepreneur,married,professional.course,no,no,no,False
13746,29,26-35,entrepreneur,married,professional.course,no,yes,no,False
13747,44,36-45,blue-collar,married,basic.9y,no,yes,no,False
13748,48,46-55,technician,married,basic.9y,no,no,yes,False
13749,44,36-45,blue-collar,married,basic.9y,no,yes,no,False
13750,31,26-35,admin.,single,university.degree,no,yes,yes,False
13751,41,36-45,entrepreneur,divorced,professional.course,no,no,no,False
13752,50,46-55,retired,divorced,basic.4y,unknown,yes,no,True
13753,28,26-35,services,single,basic.6y,no,yes,no,False
13754,44,36-45,blue-collar,married,basic.9y,no,yes,no,False
13755,32,26-35,blue-collar,married,basic.9y,unknown,no,no,True
13756,29,26-35,technician,married,university.degree,no,yes,no,False
13757,41,36-45,entrepreneur,divorced,professional.course,no,yes,no,False
13758,27,26-35,blue-collar,single,basic.4y,unknown,yes,no,True
13759,41,36-45,entrepreneur,divorced,professional.course,no,yes,no,False
13760,27,26-35,admin.,single,high.school,no,yes,no,False
13761,51,46-55,blue-collar,married,basic.9y,no,yes,yes,False
13762,33,26-35,blue-collar,married,basic.9y,no,yes,no,False
13763,28,26-35,services,single,university.degree,no,no,no,False
13764,47,46-55,management,married,unknown,no,no,no,True
13765,50,46-55,management,single,university.degree,no,no,no,False
13766,23,18-25,blue-collar,single,basic.9y,no,yes,no,False
13767,32,26-35,blue-collar,married,basic.9y,no,yes,yes,False
13768,42,36-45,admin.,single,high.school,no,yes,no,False
13769,37,36-45,self-employed,married,basic.9y,no,yes,yes,False
13770,50,46-55,housemaid,married,basic.4y,unknown,no,no,True
13771,35,26-35,technician,single,university.degree,no,no,no,False
13772,30,26-35,technician,single,professional.course,no,no,yes,False
13773,41,36-45,entrepreneur,divorced,professional.course,no,yes,no,False
13774,22,18-25,blue-collar,single,basic.9y,no,yes,yes,False
13775,34,26-35,blue-collar,single,basic.9y,unknown,yes,no,True
13776,28,26-35,blue-collar,single,professional.course,no,yes,no,False
13777,34,26-35,blue-collar,single,basic.9y,unknown,yes,no,True
13778,25,18-25,blue-collar,married,basic.9y,no,no,no,False
13779,26,26-35,housemaid,single,high.school,unknown,yes,yes,True
13780,26,26-35,technician,married,university.degree,no,yes,no,False
13781,26,26-35,housemaid,single,high.school,unknown,yes,no,True
13782,46,46-55,blue-collar,married,basic.4y,unknown,yes,yes,True
13783,27,26-35,services,single,high.school,no,no,no,False
13784,33,26-35,management,married,high.school,no,no,no,False
13785,30,26-35,self-employed,married,university.degree,no,yes,no,False
13786,41,36-45,admin.,married,high.school,no,no,no,False
13787,30,26-35,blue-collar,married,professional.course,no,no,no,False
13788,35,26-35,blue-collar,married,basic.9y,unknown,no,no,True
13789,46,46-55,blue-collar,married,basic.4y,unknown,yes,no,True
13790,31,26-35,blue-collar,married,basic.4y,no,yes,no,False
13791,42,36-45,blue-collar,married,basic.9y,no,no,no,False
13792,51,46-55,housemaid,divorced,high.school,no,yes,yes,False
13793,26,26-35,technician,married,university.degree,no,no,no,False
13794,29,26-35,technician,married,professional.course,no,unknown,unknown,True
13795,48,46-55,technician,married,basic.6y,no,no,no,False
13796,28,26-35,admin.,single,university.degree,no,yes,no,False
13797,32,26-35,technician,married,high.school,no,no,no,False
13798,31,26-35,technician,married,professional.course,no,no,yes,False
13799,42,36-45,admin.,single,high.school,no,no,no,False
13800,41,36-45,entrepreneur,divorced,professional.course,no,no,yes,False
13801,24,18-25,services,single,university.degree,no,no,no,False
13802,41,36-45,entrepreneur,divorced,professional.course,no,yes,yes,False
13803,27,26-35,services,married,high.school,no,no,no,False
13804,30,26-35,self-employed,married,university.degree,no,yes,no,False
13805,40,36-45,blue-collar,married,basic.4y,unknown,yes,no,True
13806,23,18-25,services,single,high.school,no,no,no,False
13807,49,46-55,management,divorced,university.degree,no,no,no,False
13808,30,26-35,self-employed,married,university.degree,no,yes,no,False
13809,28,26-35,admin.,single,high.school,no,no,no,False
13810,33,26-35,blue-collar,single,basic.9y,no,yes,no,False
13811,33,26-35,admin.,single,high.school,no,yes,no,False
13812,30,26-35,self-employed,married,university.degree,no,yes,no,False
13813,23,18-25,blue-collar,single,basic.9y,no,yes,no,False
13814,26,26-35,admin.,single,high.school,no,no,no,False
13815,40,36-45,technician,married,university.degree,no,yes,no,False
13816,31,26-35,technician,single,professional.course,no,no,no,False
13817,60,55+,management,married,university.degree,unknown,yes,no,True
13818,60,55+,management,married,university.degree,unknown,no,yes,True
13819,31,26-35,technician,married,professional.course,no,no,no,False
13820,26,26-35,entrepreneur,single,university.degree,no,no,no,False
13821,35,26-35,admin.,married,high.school,unknown,no,no,True
13822,32,26-35,blue-collar,divorced,professional.course,no,yes,no,False
13823,30,26-35,blue-collar,single,basic.9y,no,yes,yes,False
13824,52,46-55,admin.,married,high.school,no,yes,no,False
13825,35,26-35,admin.,married,high.school,unknown,no,no,True
13826,41,36-45,blue-collar,divorced,basic.6y,no,no,no,False
13827,35,26-35,admin.,married,high.school,unknown,yes,no,True
13828,56,55+,blue-collar,married,basic.4y,unknown,yes,no,True
13829,56,55+,blue-collar,married,basic.4y,unknown,yes,yes,True
13830,29,26-35,technician,married,unknown,no,yes,no,True
13831,24,18-25,blue-collar,single,basic.9y,no,yes,no,False
13832,52,46-55,services,married,basic.4y,no,yes,no,False
13833,30,26-35,services,married,high.school,no,yes,no,False
13834,52,46-55,admin.,divorced,high.school,unknown,no,no,True
13835,35,26-35,admin.,married,high.school,unknown,yes,no,True
13836,29,26-35,technician,married,unknown,no,yes,no,True
13837,33,26-35,admin.,divorced,high.school,no,yes,no,False
13838,27,26-35,student,single,basic.9y,no,no,no,False
13839,35,26-35,blue-collar,married,basic.9y,unknown,yes,no,True
13840,35,26-35,blue-collar,married,basic.9y,unknown,yes,yes,True
13841,35,26-35,blue-collar,married,basic.9y,unknown,no,no,True
13842,42,36-45,blue-collar,married,basic.4y,no,no,no,False
13843,35,26-35,blue-collar,married,basic.9y,unknown,yes,no,True
13844,30,26-35,blue-collar,single,basic.6y,no,no,no,False
13845,37,36-45,blue-collar,married,basic.9y,no,yes,no,False
13846,51,46-55,services,single,basic.6y,no,yes,no,False
13847,35,26-35,services,single,high.school,no,yes,no,False
13848,24,18-25,student,single,basic.4y,no,no,no,False
13849,42,36-45,blue-collar,married,basic.4y,no,unknown,unknown,True
13850,24,18-25,student,single,basic.4y,no,no,no,False
13851,24,18-25,student,single,basic.4y,no,yes,yes,False
13852,51,46-55,services,single,basic.6y,no,no,no,False
13853,24,18-25,student,single,basic.4y,no,no,no,False
13854,35,26-35,management,married,university.degree,no,yes,yes,False
13855,24,18-25,student,single,basic.4y,no,unknown,unknown,True
13856,24,18-25,student,single,basic.4y,no,no,no,False
13857,38,36-45,blue-collar,married,basic.6y,unknown,yes,no,True
13858,35,26-35,admin.,married,high.school,unknown,no,no,True
13859,35,26-35,admin.,married,high.school,unknown,yes,yes,True
13860,51,46-55,blue-collar,married,basic.9y,unknown,no,no,True
13861,51,46-55,blue-collar,married,basic.9y,unknown,yes,no,True
13862,60,55+,retired,divorced,high.school,no,yes,no,False
13863,34,26-35,technician,married,professional.course,unknown,no,yes,True
13864,51,46-55,blue-collar,married,basic.9y,unknown,yes,no,True
13865,42,36-45,blue-collar,married,basic.9y,no,no,no,False
13866,34,26-35,services,divorced,basic.9y,no,no,no,False
13867,49,46-55,retired,single,basic.4y,unknown,no,no,True
13868,35,26-35,blue-collar,married,basic.9y,unknown,no,no,True
13869,44,36-45,entrepreneur,divorced,basic.4y,no,no,no,False
13870,40,36-45,services,married,university.degree,no,yes,no,False
13871,22,18-25,blue-collar,married,basic.9y,no,no,no,False
13872,29,26-35,admin.,single,high.school,no,yes,no,False
