experiment_id,customer_id,campaign_id,month,month_name,month_num,converted,campaign,previous,poutcome,campaign_pressure,previously_contacted
3762,3762,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3763,3763,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3764,3764,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3765,3765,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3766,3766,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3767,3767,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3768,3768,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3769,3769,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3770,3770,TEL_TEST_MAY,may,May,5,0,7,0,nonexistent,Very High,No
3771,3771,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3772,3772,TEL_CONTROL_MAY,may,May,5,0,23,0,nonexistent,Very High,No
3773,3773,TEL_CONTROL_MAY,may,May,5,0,18,0,nonexistent,Very High,No
3774,3774,TEL_CONTROL_MAY,may,May,5,1,1,0,nonexistent,Low,No
3775,3775,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3776,3776,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3777,3777,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3778,3778,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3779,3779,TEL_TEST_MAY,may,May,5,0,8,0,nonexistent,Very High,No
3780,3780,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3781,3781,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3782,3782,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3783,3783,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3784,3784,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
3785,3785,TEL_CONTROL_MAY,may,May,5,0,15,0,nonexistent,Very High,No
3786,3786,TEL_CONTROL_MAY,may,May,5,0,9,0,nonexistent,Very High,No
3787,3787,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3788,3788,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3789,3789,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3790,3790,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3791,3791,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3792,3792,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3793,3793,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3794,3794,TEL_TEST_MAY,may,May,5,0,5,0,nonexistent,High,No
3795,3795,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3796,3796,TEL_CONTROL_MAY,may,May,5,0,17,0,nonexistent,Very High,No
3797,3797,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3798,3798,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
3799,3799,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3800,3800,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3801,3801,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3802,3802,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3803,3803,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3804,3804,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3805,3805,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3806,3806,TEL_CONTROL_MAY,may,May,5,0,7,0,nonexistent,Very High,No
3807,3807,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3808,3808,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3809,3809,TEL_TEST_MAY,may,May,5,0,15,0,nonexistent,Very High,No
3810,3810,TEL_CONTROL_MAY,may,May,5,0,11,0,nonexistent,Very High,No
3811,3811,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3812,3812,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3813,3813,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3814,3814,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3815,3815,TEL_CONTROL_MAY,may,May,5,0,5,0,nonexistent,High,No
3816,3816,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3817,3817,TEL_TEST_MAY,may,May,5,0,16,0,nonexistent,Very High,No
3818,3818,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3819,3819,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
3820,3820,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3821,3821,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3822,3822,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3823,3823,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3824,3824,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3825,3825,TEL_TEST_MAY,may,May,5,0,8,0,nonexistent,Very High,No
3826,3826,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3827,3827,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3828,3828,TEL_TEST_MAY,may,May,5,0,5,0,nonexistent,High,No
3829,3829,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3830,3830,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3831,3831,TEL_TEST_MAY,may,May,5,0,5,0,nonexistent,High,No
3832,3832,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3833,3833,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3834,3834,TEL_CONTROL_MAY,may,May,5,0,6,0,nonexistent,Very High,No
3835,3835,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3836,3836,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3837,3837,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3838,3838,TEL_TEST_MAY,may,May,5,0,6,0,nonexistent,Very High,No
3839,3839,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3840,3840,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3841,3841,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3842,3842,TEL_TEST_MAY,may,May,5,0,5,0,nonexistent,High,No
3843,3843,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3844,3844,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3845,3845,TEL_TEST_MAY,may,May,5,0,9,0,nonexistent,Very High,No
3846,3846,TEL_TEST_MAY,may,May,5,0,10,0,nonexistent,Very High,No
3847,3847,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3848,3848,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3849,3849,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3850,3850,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3851,3851,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3852,3852,TEL_CONTROL_MAY,may,May,5,0,5,0,nonexistent,High,No
3853,3853,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
3854,3854,TEL_CONTROL_MAY,may,May,5,1,5,0,nonexistent,High,No
3855,3855,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3856,3856,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3857,3857,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3858,3858,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3859,3859,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3860,3860,TEL_TEST_MAY,may,May,5,0,7,0,nonexistent,Very High,No
3861,3861,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3862,3862,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3863,3863,TEL_CONTROL_MAY,may,May,5,0,6,0,nonexistent,Very High,No
3864,3864,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3865,3865,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3866,3866,TEL_CONTROL_MAY,may,May,5,0,6,0,nonexistent,Very High,No
3867,3867,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3868,3868,TEL_TEST_MAY,may,May,5,0,19,0,nonexistent,Very High,No
3869,3869,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3870,3870,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3871,3871,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3872,3872,TEL_TEST_MAY,may,May,5,0,20,0,nonexistent,Very High,No
3873,3873,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3874,3874,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3875,3875,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3876,3876,TEL_CONTROL_MAY,may,May,5,0,6,0,nonexistent,Very High,No
3877,3877,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3878,3878,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3879,3879,TEL_CONTROL_MAY,may,May,5,0,6,0,nonexistent,Very High,No
3880,3880,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3881,3881,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3882,3882,TEL_TEST_MAY,may,May,5,0,5,0,nonexistent,High,No
3883,3883,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3884,3884,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3885,3885,TEL_CONTROL_MAY,may,May,5,0,7,0,nonexistent,Very High,No
3886,3886,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3887,3887,TEL_CONTROL_MAY,may,May,5,1,4,0,nonexistent,High,No
3888,3888,TEL_TEST_MAY,may,May,5,0,7,0,nonexistent,Very High,No
3889,3889,TEL_TEST_MAY,may,May,5,0,5,0,nonexistent,High,No
3890,3890,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
3891,3891,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3892,3892,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3893,3893,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
3894,3894,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3895,3895,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3896,3896,TEL_CONTROL_MAY,may,May,5,0,19,0,nonexistent,Very High,No
3897,3897,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
3898,3898,TEL_CONTROL_MAY,may,May,5,0,6,0,nonexistent,Very High,No
3899,3899,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3900,3900,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3901,3901,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3902,3902,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3903,3903,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3904,3904,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3905,3905,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3906,3906,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3907,3907,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3908,3908,TEL_CONTROL_MAY,may,May,5,0,5,0,nonexistent,High,No
3909,3909,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3910,3910,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3911,3911,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3912,3912,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3913,3913,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
3914,3914,TEL_TEST_MAY,may,May,5,0,6,0,nonexistent,Very High,No
3915,3915,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3916,3916,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3917,3917,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3918,3918,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3919,3919,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3920,3920,TEL_CONTROL_MAY,may,May,5,0,7,0,nonexistent,Very High,No
3921,3921,TEL_TEST_MAY,may,May,5,0,5,0,nonexistent,High,No
3922,3922,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3923,3923,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3924,3924,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3925,3925,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3926,3926,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3927,3927,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3928,3928,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3929,3929,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3930,3930,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3931,3931,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3932,3932,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3933,3933,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3934,3934,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3935,3935,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3936,3936,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3937,3937,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3938,3938,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3939,3939,TEL_CONTROL_MAY,may,May,5,1,1,0,nonexistent,Low,No
3940,3940,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3941,3941,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3942,3942,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3943,3943,TEL_CONTROL_MAY,may,May,5,0,6,0,nonexistent,Very High,No
3944,3944,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3945,3945,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3946,3946,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3947,3947,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3948,3948,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3949,3949,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3950,3950,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3951,3951,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3952,3952,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3953,3953,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3954,3954,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3955,3955,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3956,3956,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3957,3957,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3958,3958,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3959,3959,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3960,3960,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3961,3961,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3962,3962,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3963,3963,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3964,3964,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3965,3965,TEL_TEST_MAY,may,May,5,0,6,0,nonexistent,Very High,No
3966,3966,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3967,3967,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3968,3968,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3969,3969,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3970,3970,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3971,3971,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3972,3972,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3973,3973,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3974,3974,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3975,3975,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3976,3976,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3977,3977,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3978,3978,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3979,3979,TEL_TEST_MAY,may,May,5,1,2,0,nonexistent,Medium,No
3980,3980,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3981,3981,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3982,3982,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
3983,3983,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3984,3984,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3985,3985,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3986,3986,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
3987,3987,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3988,3988,TEL_CONTROL_MAY,may,May,5,1,2,0,nonexistent,Medium,No
3989,3989,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3990,3990,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3991,3991,TEL_TEST_MAY,may,May,5,0,12,0,nonexistent,Very High,No
3992,3992,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
3993,3993,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
3994,3994,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3995,3995,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3996,3996,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3997,3997,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
3998,3998,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
3999,3999,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4000,4000,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4001,4001,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4002,4002,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4003,4003,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4004,4004,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4005,4005,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4006,4006,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4007,4007,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4008,4008,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4009,4009,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4010,4010,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4011,4011,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4012,4012,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4013,4013,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4014,4014,TEL_TEST_MAY,may,May,5,0,5,0,nonexistent,High,No
4015,4015,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4016,4016,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4017,4017,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4018,4018,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4019,4019,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4020,4020,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4021,4021,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4022,4022,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
4023,4023,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4024,4024,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4025,4025,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4026,4026,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4027,4027,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4028,4028,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4029,4029,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4030,4030,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4031,4031,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4032,4032,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4033,4033,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4034,4034,TEL_TEST_MAY,may,May,5,1,1,0,nonexistent,Low,No
4035,4035,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4036,4036,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4037,4037,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4038,4038,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4039,4039,TEL_CONTROL_MAY,may,May,5,0,9,0,nonexistent,Very High,No
4040,4040,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
4041,4041,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4042,4042,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4043,4043,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4044,4044,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4045,4045,TEL_CONTROL_MAY,may,May,5,0,12,0,nonexistent,Very High,No
4046,4046,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4047,4047,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
4048,4048,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4049,4049,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4050,4050,TEL_CONTROL_MAY,may,May,5,1,4,0,nonexistent,High,No
4051,4051,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4052,4052,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4053,4053,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4054,4054,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4055,4055,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4056,4056,TEL_CONTROL_MAY,may,May,5,0,14,0,nonexistent,Very High,No
4057,4057,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4058,4058,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4059,4059,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4060,4060,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4061,4061,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
4062,4062,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4063,4063,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4064,4064,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4065,4065,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4066,4066,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4067,4067,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4068,4068,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4069,4069,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4070,4070,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4071,4071,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4072,4072,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4073,4073,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4074,4074,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
4075,4075,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
4076,4076,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4077,4077,TEL_TEST_MAY,may,May,5,0,7,0,nonexistent,Very High,No
4078,4078,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4079,4079,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4080,4080,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4081,4081,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4082,4082,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4083,4083,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
4084,4084,TEL_TEST_MAY,may,May,5,0,6,0,nonexistent,Very High,No
4085,4085,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4086,4086,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4087,4087,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
4088,4088,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
4089,4089,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
